+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:9:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:8:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:7:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:6:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:5:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:4:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:3:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:2:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:1:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i|\Nbit_dffg:0:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:20:dffg_i                                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:31:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:30:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:29:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:28:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:27:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:26:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:25:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:24:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:23:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:22:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:21:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:20:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:19:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:18:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:17:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:16:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:15:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:14:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:13:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:12:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:11:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:10:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:9:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:8:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:7:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:6:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:5:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:4:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:3:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:2:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:1:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i|\Nbit_dffg:0:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:19:dffg_i                                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:31:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:30:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:29:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:28:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:27:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:26:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:25:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:24:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:23:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:22:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:21:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:20:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:19:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:18:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:17:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:16:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:15:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:14:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:13:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:12:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:11:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:10:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:9:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:8:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:7:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:6:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:5:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:4:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:3:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:2:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:1:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i|\Nbit_dffg:0:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:18:dffg_i                                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:31:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:30:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:29:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:28:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:27:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:26:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:25:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:24:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:23:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:22:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:21:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:20:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:19:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:18:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:17:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:16:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:15:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:14:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:13:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:12:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:11:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:10:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:9:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:8:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:7:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:6:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:5:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:4:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:3:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:2:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:1:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i|\Nbit_dffg:0:DFFGG                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:17:dffg_i                                     ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:31:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:30:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:29:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:28:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:27:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:26:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:25:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:24:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:23:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:22:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:21:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:20:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; regist|\G_dffg_Nbit:16:dffg_i|\Nbit_dffg:19:DFFGG                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
